"","resp_E","res_l1_Z","res_l1_E","election","winner","second","land","wkr","partei","wkr_name","resp_Z","incumbent","incumbent_in_wkr","incumbent_party","valid_E_l1","valid_Z_l1","valid_Z","valid_E","no_cand_l1","party","direct_list_incumbent","akad","female","propPlatz","alsoList","formercand","ncand","east"
"73",0.0350004484583382,0.0148093272149258,0,1983,0,0,"SH",2,"GRUENE","nordfriesland-dithmarschen-nord",0.0509857755825665,0,0,0,NA,NA,NA,NA,1,"gru",NA,"0","0",0,1,"0",6,0
"74",0.40408856017276,0.43194470417308,0.448782599285792,1983,0,1,"SH",2,"SPD","nordfriesland-dithmarschen-nord",0.385542418012996,0,0,1,NA,NA,NA,NA,0,"spd",NA,"0","0",0.476190476190476,0,"0",6,0
"75",0.0317232529098047,0.125616755613735,0.10757133066407,1983,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.0700735365130172,0,0,0,NA,NA,NA,NA,0,"fdp",NA,"0","0",0.923076923076923,0,"1",6,0
"76",0.0023043859225478,0.00231598026382036,0,1983,0,0,"SH",2,"AND","nordfriesland-dithmarschen-nord",0.00214538982629931,0,0,0,NA,NA,NA,NA,1,"oth",NA,"0","0",0.0921052631578947,1,"0,5",6,0
"77",0.470821398605445,0.490825181771775,0.526883352536549,1987,1,0,"SH",2,"CDU/CSU","nordfriesland-dithmarschen-nord",0.436657137081637,1,1,1,NA,NA,NA,NA,0,"cdu",NA,"0","0",0.64,0,"1",6,0
"78",0.39627636489888,0.385542418012996,0.40408856017276,1987,0,1,"SH",2,"SPD","nordfriesland-dithmarschen-nord",0.376981720523261,0,1,0,NA,NA,NA,NA,0,"spd",NA,"0","0",0.476190476190476,0,"0",6,0
"79",0.0670370048896218,0.0509857755825665,0.0350004484583382,1987,0,0,"SH",2,"GRUENE","nordfriesland-dithmarschen-nord",0.0769297409685524,0,1,0,NA,NA,NA,NA,0,"gru",NA,"0","1",0.5625,0,"0",6,0
"80",0.0581402077365969,0.0700735365130172,0.0317232529098047,1987,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.10058765774351,0,1,0,NA,NA,NA,NA,0,"fdp",NA,"0","0",0.916666666666667,0,"1",6,0
"81",0.00481005699736713,0.00150384238628054,0.00137297245085932,1987,0,0,"SH",2,"AND","nordfriesland-dithmarschen-nord",0.00499581275809293,0,1,0,NA,NA,NA,NA,0,"oth",NA,"0","0",0.153846153846154,0,"1",6,0
"82",0.490627443855505,0.436657137081637,0.470821398605445,1990,1,0,"SH",2,"CDU/CSU","nordfriesland-dithmarschen-nord",0.463481772435442,1,1,1,NA,NA,NA,NA,0,"cdu",NA,"0","0",0.666666666666667,0,"1",6,0
"83",0.393908035989352,0.376981720523261,0.39627636489888,1990,0,1,"SH",2,"SPD","nordfriesland-dithmarschen-nord",0.372683103812724,0,1,0,NA,NA,NA,NA,0,"spd",NA,"0","0",0.545454545454545,0,"1",6,0
"84",0.065690835986192,0.10058765774351,0.0581402077365969,1990,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.107330462353888,0,1,0,NA,NA,NA,NA,0,"fdp",NA,"0","0",0.538461538461538,0,"0",6,0
"85",0.0383749496417653,0.0769297409685524,0.0670370048896218,1990,0,0,"SH",2,"GRUENE","nordfriesland-dithmarschen-nord",0.0361238622560851,0,1,0,NA,NA,NA,NA,0,"gru",NA,"0","0",0,1,"0",6,0
"86",0.0113987345271855,0.00499581275809293,0.00481005699736713,1990,0,0,"SH",2,"AND","nordfriesland-dithmarschen-nord",0.0106557506349281,0,1,0,NA,NA,NA,NA,0,"oth",NA,"0,5","0",0.40625,1,"0",6,0
"87",0.483634546514533,0.463481772435442,0.490627443855505,1994,1,0,"SH",2,"CDU/CSU","nordfriesland-dithmarschen-nord",0.435738883632923,1,1,1,NA,NA,NA,NA,0,"cdu",NA,"0","0",0.636363636363636,0,"1",7,0
"88",0.0681269259598568,0.0361238622560851,0.0383749496417653,1994,0,0,"SH",2,"GRUENE","nordfriesland-dithmarschen-nord",0.0722876064333018,0,1,0,NA,NA,NA,NA,0,"gru",NA,"0","1",0.235294117647059,0,"0",7,0
"89",0.0309137851404862,0.107330462353888,0.065690835986192,1994,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.0829895931882687,0,1,0,NA,NA,NA,NA,0,"fdp",NA,"0","1",0.642857142857143,0,"0",7,0
"90",0.404809315777917,0.372683103812724,0.393908035989352,1994,0,1,"SH",2,"SPD","nordfriesland-dithmarschen-nord",0.38552128666036,0,1,0,NA,NA,NA,NA,0,"spd",NA,"0","0",0.6,0,"1",7,0
"91",0.0109178736646047,0.00783998233243418,0,1994,0,0,"SH",2,"AND","nordfriesland-dithmarschen-nord",0.00759886471144749,0,1,0,NA,NA,NA,NA,1,"oth",NA,"0,5","0",0,1,"0",7,0
"92",0.455323486704117,0.435738883632923,0.483634546514533,1998,0,1,"SH",2,"CDU/CSU","nordfriesland-dithmarschen-nord",0.392150403022117,0,0,1,NA,NA,NA,NA,0,"cdu",NA,"0","0",0.730769230769231,0,"0",6,0
"93",0.010538435588671,0.011215144254195,0.011215144254195,1998,0,0,"SH",2,"LINKE","nordfriesland-dithmarschen-nord",0.0111572335331972,0,0,0,NA,NA,NA,NA,0,"lin",NA,"0","0",0,1,"0",6,0
"94",0.0292905440091524,0.0829895931882687,0.0309137851404862,1998,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.0781811659455463,0,0,0,NA,NA,NA,NA,0,"fdp",NA,"0","1",0.571428571428571,0,"1",6,0
"95",0.461542410419631,0.38552128666036,0.404809315777917,1998,1,0,"SH",2,"SPD","nordfriesland-dithmarschen-nord",0.433660582899563,0,0,0,NA,NA,NA,NA,0,"spd",NA,"0","0",0.846153846153846,0,"0",6,0
"96",0.0374235468399361,0.0722876064333018,0.0681269259598568,1998,0,0,"SH",2,"GRUENE","nordfriesland-dithmarschen-nord",0.0550394236893545,0,0,0,NA,NA,NA,NA,0,"gru",NA,"0","0",0,1,"0",6,0
"97",0.00588157643849279,0.00453358561967834,0,1998,0,0,"SH",2,"AND","nordfriesland-dithmarschen-nord",0.00307482813907008,0,0,0,NA,NA,NA,NA,1,"oth",NA,"0","1",0,1,"0",6,0
"98",0.442957721811622,0.392150403022117,0.455323486704117,2002,1,0,"SH",2,"CDU/CSU","nordfriesland-dithmarschen-nord",0.399815256716188,0,1,0,NA,NA,NA,NA,0,"cdu",NA,"0","0",0.851851851851852,0,"1",7,0
"99",0.0532558058075589,0.0781811659455463,0.0292905440091524,2002,0,0,"SH",2,"FDP","nordfriesland-dithmarschen-nord",0.0820218193014745,0,1,0,NA,NA,NA,NA,0,"fdp",NA,"0","1",0,1,"1",7,0
