"n_parties","n_small_parties","uniform_share","between_district_vote_volatility","uniform_accuracy","proportional_accuracy","accuracy_diff","uniform_mae","proportional_mae","mae_diff","uniform_rmse","proportional_rmse","rmse_diff"
2,0,0.3,0.03,0.92215873015873,0.951809523809524,-0.0296507936507936,0.0285066865949133,0.0229722474284843,0.00553443916642898,0.0312337946009928,0.0249711711957582,0.00626262340523468
2,0,0.3,0.04,0.885111111111111,0.912031746031746,-0.0269206349206349,0.0330554990447339,0.0281157765689433,0.00493972247579063,0.0362095325691387,0.0303436009724123,0.00586593159672638
2,0,0.3,0.05,0.85768253968254,0.869365079365079,-0.0116825396825396,0.0382940810871807,0.0340412038603772,0.00425287722680346,0.0414592252661346,0.0362487809299071,0.00521044433622756
2,0,0.3,0.06,0.807809523809524,0.824380952380952,-0.0165714285714286,0.0429239362932202,0.0393571230459898,0.0035668132472304,0.0459621975758729,0.0413429169849583,0.00461928059091459
2,0,0.3,0.07,0.770603174603175,0.788253968253968,-0.0176507936507936,0.0477339513315038,0.0449578542189647,0.0027760971125392,0.0504664746736398,0.0467949297255404,0.00367154494809949
2,0,0.3,0.08,0.754095238095238,0.769460317460318,-0.0153650793650794,0.0545821681454206,0.0514933907998391,0.00308877734558145,0.0575497695883067,0.0534401658981139,0.00410960369019275
2,0,0.3,0.09,0.719968253968254,0.740095238095238,-0.0201269841269842,0.0606002781106908,0.0578226805231076,0.00277759758758319,0.0635864228436411,0.0597000861893361,0.00388633665430505
2,0,0.3,0.1,0.715142857142857,0.724730158730159,-0.00958730158730159,0.0660871326410569,0.0635744462487968,0.00251268639226014,0.0690112341912699,0.0654345678680885,0.00357666632318139
2,0,0.3,0.12,0.692825396825397,0.698984126984127,-0.00615873015873014,0.0782279627583004,0.0760863154218762,0.0021416473364242,0.0811401169352305,0.0777955865667145,0.00334453036851602
2,0,0.3,0.15,0.656380952380952,0.661333333333333,-0.00495238095238093,0.0978586312920543,0.0960450983982787,0.00181353289377555,0.100639471752766,0.0977152083590416,0.00292426339372474
2,0,0.4,0.02,0.953968253968254,0.97968253968254,-0.0257142857142858,0.0256174368928666,0.0190932466235693,0.00652419026929726,0.0285715480219887,0.0213337224821392,0.00723782553984954
2,0,0.4,0.03,0.91015873015873,0.943555555555556,-0.0333968253968254,0.0293615697510996,0.0234962656904967,0.00586530406060296,0.0322996658105403,0.0256256094953624,0.00667405631517792
2,0,0.4,0.04,0.878,0.903333333333333,-0.0253333333333333,0.0346594990497649,0.0294074111732355,0.00525208787652942,0.0378145062017387,0.0317049017105994,0.0061096044911393
2,0,0.4,0.05,0.83752380952381,0.861714285714286,-0.0241904761904762,0.0384876108095032,0.0341310345995021,0.00435657621000109,0.0412894054146213,0.0360493486166605,0.00524005679796077
2,0,0.4,0.06,0.816984126984127,0.828857142857143,-0.0118730158730158,0.0432316117276729,0.0396530500404627,0.00357856168721015,0.0463020584133818,0.0416877433155465,0.00461431509783531
2,0,0.4,0.07,0.780698412698413,0.797904761904762,-0.0172063492063492,0.049633270397769,0.0463361750351953,0.00329709536257372,0.0526753857480552,0.0483117235745284,0.00436366217352684
2,0,0.4,0.08,0.740095238095238,0.751269841269841,-0.0111746031746032,0.0547351539804052,0.0519778472572665,0.00275730672313872,0.0576332427919914,0.0538719397853733,0.00376130300661814
2,0,0.4,0.09,0.730190476190476,0.739142857142857,-0.00895238095238093,0.0609342920766559,0.0583014810047685,0.00263281107188736,0.0636739674727806,0.0600241576283436,0.00364980984443693
2,0,0.4,0.1,0.715873015873016,0.722666666666667,-0.0067936507936508,0.0676448933600709,0.0653783857003545,0.00226650765971648,0.0706040373307049,0.0672615447587048,0.00334249257200002
2,0,0.4,0.12,0.682507936507937,0.69031746031746,-0.00780952380952382,0.0799839695708667,0.0780919473004657,0.00189202227040107,0.0830312559915363,0.0799748954543197,0.00305636053721661
2,0,0.4,0.15,0.642730158730159,0.649269841269841,-0.00653968253968262,0.0996457396804088,0.0981518452199207,0.00149389446048803,0.102127869493307,0.0997143833746627,0.00241348611864403
2,0,0.5,0.02,0.948603174603175,0.974380952380952,-0.0257777777777778,0.0260806989843542,0.0196678302071235,0.0064128687772307,0.0287371810911809,0.0218181523619097,0.00691902872927119
2,0,0.5,0.03,0.920730158730159,0.942952380952381,-0.0222222222222223,0.0295327549144763,0.0242650369829135,0.00526771793156272,0.0326166645311702,0.0265397474940767,0.00607691703709349
2,0,0.5,0.04,0.88352380952381,0.904349206349206,-0.0208253968253969,0.0335093212895251,0.0290085876142925,0.0045007336752326,0.0365244986748086,0.0310911194178965,0.0054333792569121
2,0,0.5,0.05,0.841714285714286,0.858095238095238,-0.0163809523809524,0.0386823383704536,0.0348622956066707,0.00382004276378287,0.0418153362942408,0.0369991812362911,0.00481615505794964
2,0,0.5,0.06,0.817428571428571,0.82784126984127,-0.0104126984126984,0.0442077057206546,0.0410625212103116,0.00314518451034305,0.0473768340119788,0.0431581511655706,0.00421868284640825
2,0,0.5,0.07,0.780952380952381,0.790793650793651,-0.00984126984126987,0.0503660291192272,0.0473652525082124,0.00300077661101484,0.0533300211826837,0.0493351486762068,0.00399487250647691
2,0,0.5,0.08,0.753492063492064,0.759587301587302,-0.00609523809523804,0.0566421681088011,0.0539090870523285,0.0027330810564726,0.0597647292662112,0.0558794174056842,0.00388531186052699
2,0,0.5,0.09,0.727936507936508,0.734666666666667,-0.00673015873015881,0.0624365928887961,0.0599053588539421,0.002531234034854,0.0656417221476754,0.0619572152696826,0.00368450687799286
2,0,0.5,0.1,0.710698412698413,0.71615873015873,-0.00546031746031739,0.0679159560129296,0.0660571006334618,0.00185885537946776,0.070831039202112,0.0679610327844196,0.00287000641769243
2,0,0.5,0.12,0.672984126984127,0.678571428571429,-0.00558730158730159,0.081709511589228,0.079937096321328,0.00177241526789994,0.0844918696051583,0.0816096801022185,0.00288218950293979
2,0,0.5,0.15,0.648634920634921,0.649904761904762,-0.0012698412698412,0.101571257983323,0.100228866379059,0.00134239160426401,0.104541924512672,0.102042257464921,0.00249966704775124
2,0,0.6,0.02,0.951238095238095,0.969206349206349,-0.017968253968254,0.0265467424473373,0.02026598482456,0.00628075762277736,0.0293765945246758,0.0224851415141939,0.00689145301048189
2,0,0.6,0.03,0.919873015873016,0.938539682539683,-0.0186666666666667,0.029816610906939,0.024929343150833,0.00488726775610599,0.0326987370075313,0.0270406161120086,0.00565812089552276
2,0,0.6,0.04,0.887587301587302,0.892603174603175,-0.00501587301587303,0.0338695629715052,0.0297713810483592,0.00409818192314593,0.0368206937371912,0.0318514730343981,0.00496922070279311
2,0,0.6,0.05,0.857174603174603,0.861428571428571,-0.00425396825396829,0.0403918805390171,0.0366226207270267,0.00376925981199037,0.0439105208442135,0.0389240187600058,0.00498650208420773
2,0,0.6,0.06,0.803873015873016,0.810730158730159,-0.0068571428571429,0.0449613192941187,0.0418367360751987,0.00312458321892001,0.0478715502299088,0.0437097678145892,0.00416178241531961
2,0,0.6,0.07,0.77247619047619,0.781746031746032,-0.00926984126984121,0.0509095294692947,0.0483492996929866,0.00256022977630817,0.0540948052529722,0.0504244345400636,0.00367037071290863
2,0,0.6,0.08,0.74,0.748190476190476,-0.00819047619047619,0.0568925954496153,0.0545638397003342,0.00232875574928117,0.0600023695271697,0.0565369711228429,0.00346539840432684
2,0,0.6,0.09,0.718571428571429,0.728095238095238,-0.0095238095238096,0.0632054796136025,0.0610253734224891,0.00218010619111337,0.0660445715461591,0.0627984627688127,0.00324610877734642
2,0,0.6,0.1,0.694603174603175,0.70552380952381,-0.010920634920635,0.0702899689937138,0.0680165836935063,0.00227338530020742,0.0732433730785479,0.0698181926902738,0.00342518038827407
2,0,0.6,0.12,0.676920634920635,0.680349206349206,-0.00342857142857145,0.083733062269857,0.0820251542282553,0.00170790804160166,0.0865600355117196,0.0837325089879229,0.00282752652379668
2,0,0.6,0.15,0.647746031746032,0.650857142857143,-0.00311111111111118,0.105724215814716,0.104182383620594,0.00154183219412225,0.108637197011906,0.105915863735313,0.00272133327659249
2,0,0.7,0.02,0.939079365079365,0.958380952380952,-0.0193015873015873,0.0259424398360219,0.0203816942257605,0.00556074561026143,0.0285551819673879,0.0224813446995263,0.00607383726786152
2,0,0.7,0.03,0.927365079365079,0.937333333333333,-0.00996825396825396,0.0311342968666886,0.0263218438071084,0.00481245305958019,0.0340472503919205,0.0285721991745496,0.00547505121737088
2,0,0.7,0.04,0.879047619047619,0.885333333333333,-0.00628571428571423,0.034615457215772,0.0304924135519597,0.00412304366381234,0.0374105738884574,0.0324390448453672,0.0049715290430901
2,0,0.7,0.05,0.844825396825397,0.851746031746032,-0.00692063492063488,0.0409355005661972,0.037390638778098,0.00354486178809922,0.044162228592602,0.0396128953884269,0.00454933320417502
2,0,0.7,0.06,0.803492063492063,0.808952380952381,-0.0054603174603175,0.0475512301288273,0.0442248806823604,0.00332634944646684,0.0508117729211369,0.0464534452780449,0.00435832764309204
2,0,0.7,0.07,0.774698412698413,0.777174603174603,-0.00247619047619052,0.0528097032241475,0.050192307714223,0.00261739550992448,0.0560744549423147,0.0522317314388409,0.00384272350347382
2,0,0.7,0.08,0.732190476190476,0.740952380952381,-0.00876190476190475,0.0586223965077362,0.0562295678030287,0.00239282870470751,0.0616823727868976,0.0582079930064826,0.00347437978041508
2,0,0.7,0.09,0.717936507936508,0.720603174603175,-0.0026666666666666,0.0656034626820674,0.0632752963879489,0.00232816629411851,0.0690124319221691,0.0653274848479504,0.00368494707421869
2,0,0.7,0.1,0.700349206349206,0.703269841269841,-0.00292063492063488,0.0723681576850035,0.070538616496234,0.00182954118876952,0.0756230386832799,0.0725235992704976,0.00309943941278228
2,0,0.7,0.12,0.665904761904762,0.672063492063492,-0.00615873015873014,0.0868651049827621,0.0851433482377924,0.00172175674496965,0.089710076473541,0.086848127251321,0.00286194922222002
2,0,0.7,0.15,0.636666666666667,0.63647619047619,0.000190476190476185,0.109433665932577,0.108346491994946,0.00108717393763103,0.112053983496941,0.109875241280851,0.00217874221608998
2,0,0.8,0.02,0.938825396825397,0.953047619047619,-0.0142222222222222,0.0274028405329093,0.0219089045462838,0.00549393598662556,0.0302177618843736,0.0240841785979349,0.00613358328643875
2,0,0.8,0.03,0.898380952380952,0.913238095238095,-0.0148571428571428,0.0306730168280599,0.0261622813582073,0.0045107354698526,0.033624376565293,0.0282977569579504,0.0053266196073425
2,0,0.8,0.04,0.883714285714286,0.884666666666667,-0.000952380952381038,0.0368809666240039,0.0329754517764304,0.00390551484757357,0.0400154917981527,0.0351384476192307,0.00487704417892198
2,0,0.8,0.05,0.825428571428571,0.830444444444444,-0.00501587301587303,0.0413623388412779,0.0380904745705201,0.00327186427075779,0.0445886813529831,0.0402585568062791,0.00433012454670397
2,0,0.8,0.06,0.784349206349206,0.790825396825397,-0.00647619047619052,0.0478849270420299,0.0451558453851905,0.00272908165683942,0.0512999057866356,0.0473410013545881,0.00395890443204743
2,0,0.8,0.07,0.768825396825397,0.772190476190476,-0.00336507936507935,0.0544010189774784,0.0519180796351924,0.00248293934228599,0.0575586184009473,0.0539468152508865,0.0036118031500608
2,0,0.8,0.08,0.731619047619048,0.735238095238095,-0.00361904761904763,0.0613033635032944,0.058885501894669,0.00241786160862532,0.0646335913188603,0.0609521044556988,0.00368148686316144
2,0,0.8,0.09,0.711968253968254,0.713555555555555,-0.00158730158730158,0.0672086218029264,0.0654611331262967,0.00174748867662969,0.0702747341261949,0.0672502031454635,0.00302453098073138
2,0,0.8,0.1,0.705079365079365,0.705968253968254,-0.000888888888888828,0.0751084717505599,0.0730634938749603,0.0020449778755996,0.0783144572019339,0.0750451718723143,0.00326928532961958
2,0,0.8,0.12,0.668539682539683,0.671460317460317,-0.00292063492063488,0.0897216514519515,0.0880005870359636,0.00172106441598789,0.0927625868832893,0.089870754782541,0.00289183210074823
2,0,0.8,0.15,0.624857142857143,0.625936507936508,-0.00107936507936501,0.113232068684666,0.111999024321766,0.00123304436289967,0.116328917974332,0.113747903187823,0.00258101478650832
2,0,0.9,0.02,0.942253968253968,0.938952380952381,0.00330158730158725,0.0275289621272945,0.0220620189541098,0.00546694317318462,0.0305968297971496,0.0245288547306314,0.0060679750665182
2,0,0.9,0.03,0.900761904761905,0.900507936507936,0.000253968253968284,0.0321828091707521,0.0278468858398679,0.00433592333088414,0.035298566329427,0.0302067681059476,0.00509179822347935
2,0,0.9,0.04,0.860285714285714,0.862634920634921,-0.00234920634920632,0.0365485614483555,0.0331052135556142,0.00344334789274132,0.0396856962380838,0.0352092347574891,0.00447646148059464
2,0,0.9,0.05,0.829396825396825,0.82952380952381,-0.000126984126984198,0.043400502067074,0.0402922741037594,0.00310822796331454,0.0468081805016931,0.0425755392697611,0.00423264123193202
2,0,0.9,0.06,0.778761904761905,0.786634920634921,-0.00787301587301592,0.048856722598308,0.0465963835948943,0.00226033900341369,0.0519139853225763,0.0485079774076993,0.00340600791487709
2,0,0.9,0.07,0.760126984126984,0.758539682539683,0.00158730158730158,0.0556371459442054,0.0538127608844475,0.00182438505975798,0.058765325328334,0.0557698545757251,0.00299547075260889
2,0,0.9,0.08,0.738888888888889,0.737047619047619,0.00184126984126987,0.0632915084779218,0.0610580836697137,0.00223342480820804,0.0668230394250004,0.0632201017344952,0.00360293769050524
2,0,0.9,0.09,0.711365079365079,0.713079365079365,-0.00171428571428578,0.0702137664948886,0.0683875889548743,0.00182617754001434,0.0734393779684456,0.0703357608638822,0.00310361710456346
2,0,0.9,0.1,0.68215873015873,0.682349206349206,-0.000190476190476185,0.0784209942097364,0.0765194401264793,0.00190155408325701,0.081884355854766,0.0786520529333069,0.00323230292145911
2,0,0.9,0.12,0.650571428571429,0.648730158730159,0.00184126984126987,0.0924682459487282,0.0912707893511472,0.00119745659758103,0.0955395655167735,0.0930568176243388,0.00248274789243472
2,0,0.9,0.15,0.629206349206349,0.626857142857143,0.00234920634920632,0.118485523953284,0.117465675663073,0.00101984829021133,0.121276067869391,0.119054909773539,0.00222115809585258
2,0,1,0.02,0.929619047619048,0.933238095238095,-0.00361904761904763,0.0273808440627855,0.0230554609904153,0.00432538307237015,0.0303067280493388,0.0254271940813733,0.00487953396796553
2,0,1,0.03,0.895936507936508,0.893015873015873,0.00292063492063488,0.0329721118157217,0.0289089138639752,0.00406319795174657,0.036201114106633,0.0312416937970816,0.00495942030955143
2,0,1,0.04,0.860253968253968,0.857333333333333,0.00292063492063499,0.0390619964320258,0.0356120455918995,0.00344995084012627,0.0423737609706714,0.0380158027720555,0.00435795819861588
2,0,1,0.05,0.804380952380952,0.797587301587302,0.0067936507936508,0.0455466041625567,0.0423110713290363,0.00323553283352036,0.0490380767821824,0.0447195861421258,0.00431849064005657
2,0,1,0.06,0.781174603174603,0.778888888888889,0.00228571428571434,0.0510250821678265,0.0489171221229416,0.00210796004488483,0.0542935374721677,0.0510037724720005,0.00328976500016715
2,0,1,0.07,0.75368253968254,0.757111111111111,-0.00342857142857134,0.0586601634251705,0.056654893809224,0.0020052696159465,0.0618985634707198,0.0587252563459784,0.0031733071247414
2,0,1,0.08,0.71615873015873,0.713619047619048,0.00253968253968251,0.0664189153790748,0.0643263762101374,0.00209253916893744,0.0699395406820185,0.0665649138622916,0.0033746268197269
2,0,1,0.09,0.69031746031746,0.68847619047619,0.00184126984126987,0.0735511389280445,0.0719168169912191,0.00163432193682543,0.0766514607056196,0.0738613154563565,0.00279014524926301
2,0,1,0.1,0.677365079365079,0.678126984126984,-0.000761904761904741,0.0804974366604059,0.0791068105799159,0.00139062608049005,0.0834186135639482,0.0808614689201729,0.00255714464377531
2,0,1,0.12,0.65184126984127,0.650634920634921,0.00120634920634921,0.097942080950481,0.0965479508871874,0.00139413006329368,0.101291376546322,0.0983566215964973,0.00293475494982456
2,0,1,0.15,0.617746031746032,0.616031746031746,0.00171428571428567,0.124247291016437,0.123344761136281,0.000902529880156142,0.127224961806263,0.125064586653057,0.00216037515320669
2,1,0,0.02,1,1,0,0.0360173037889403,0.0239104243535251,0.0121068794354152,0.0396985972118675,0.0274468701065512,0.0122517271053162
2,1,0,0.03,1,1,0,0.0374573650385339,0.0284596862481765,0.0089976787903574,0.0415612677427026,0.0315177869255603,0.0100434808171423
2,1,0,0.04,1,1,0,0.0431430123224401,0.0338553987361974,0.00928761358624269,0.0473581721298686,0.0367064939752833,0.0106516781545853
2,1,0,0.05,1,1,0,0.0496265235233519,0.0416446125725795,0.00798191095077241,0.0536893277397589,0.0448251551929472,0.00886417254681168
2,1,0,0.06,1,1,0,0.0543840965642748,0.0467810933299069,0.00760300323436792,0.0591951219902229,0.0498085007773462,0.00938662121287664
2,1,0,0.07,1,1,0,0.0580323954638792,0.0520034054624023,0.00602899000147693,0.0627087624030603,0.0548157683674438,0.00789299403561652
2,1,0,0.08,1,1,0,0.0633530941543422,0.05727757471184,0.00607551944250222,0.0678847408298358,0.0601258531217501,0.00775888770808564
2,1,0,0.09,1,1,0,0.066716846120333,0.0614522004435422,0.00526464567679081,0.071267041048691,0.064156995055102,0.00711004599358898
2,1,0,0.1,1,1,0,0.0722653335267831,0.0670803602102986,0.00518497331648446,0.0767908026893943,0.0700177184710012,0.00677308421839307
2,1,0,0.12,0.999936507936508,0.999936507936508,0,0.0801553965097431,0.0757156165985054,0.00443977991123765,0.084843330858646,0.078341981345822,0.006501349512824
2,1,0,0.15,0.998793650793651,0.998793650793651,0,0.091110060854191,0.0872526273625068,0.00385743349168421,0.0952042761160731,0.0893292567082786,0.00587501940779453
2,1,0.1,0.02,1,1,0,0.034827271665826,0.0243325561550407,0.0104947155107853,0.0386729931916576,0.0281089846423939,0.0105640085492636
2,1,0.1,0.03,1,1,0,0.0390588390150064,0.0292774191371365,0.00978141987786988,0.0433909819847817,0.0324393321544798,0.010951649830302
2,1,0.1,0.04,1,1,0,0.0429139113205993,0.0348035553423036,0.00811035597829569,0.0470246200652263,0.0377004783176752,0.00932414174755109
2,1,0.1,0.05,1,1,0,0.0489078063310491,0.0416954710913274,0.00721233523972167,0.0531883604845959,0.0448809595031719,0.00830740098142398
2,1,0.1,0.06,1,1,0,0.0525493411655451,0.0467325655562428,0.00581677560930232,0.0570311288023193,0.0496475748843844,0.00738355391793489
2,1,0.1,0.07,1,1,0,0.0574920253427389,0.0517464842816279,0.00574554106111097,0.0620679704038234,0.0543694908440452,0.00769847955977821
2,1,0.1,0.08,1,1,0,0.0633874169836887,0.0579622922560588,0.00542512472762987,0.0682637231611841,0.0608313125079805,0.00743241065320362
2,1,0.1,0.09,1,1,0,0.0663834908223928,0.0611090059623325,0.00527448486006031,0.0709604337714842,0.063606587083479,0.00735384668800523
2,1,0.1,0.1,1,1,0,0.0703715565732205,0.0664147099271166,0.00395684664610393,0.0750685353583447,0.0689947540813676,0.00607378127697707
2,1,0.1,0.12,0.999904761904762,0.999904761904762,0,0.0790317903349886,0.0752150600759745,0.00381673025901409,0.0834747366841813,0.0775924926787499,0.00588224400543137
2,1,0.1,0.15,0.999206349206349,0.999206349206349,0,0.0900947175946498,0.0873082715556469,0.00278644603900297,0.0941081066277459,0.0893202443401017,0.00478786228764422
2,1,0.2,0.02,1,1,0,0.035069485648309,0.0249251623408807,0.0101443233074283,0.0386704013539792,0.028582351528189,0.0100880498257902
2,1,0.2,0.03,1,1,0,0.0382744430864564,0.0300543460725833,0.00822009701387307,0.0422618464027383,0.0332997269477695,0.00896211945496884
2,1,0.2,0.04,1,1,0,0.0433427393123761,0.0363845680837969,0.00695817122857918,0.0475786326838922,0.039655725154915,0.00792290752897726
2,1,0.2,0.05,1,1,0,0.0495277927031503,0.0428516270327591,0.00667616567039115,0.0541921650069051,0.046073376298597,0.0081187887083081
2,1,0.2,0.06,1,1,0,0.0536675847692716,0.0476995577572632,0.00596802701200839,0.0581098474750107,0.0506670709000267,0.00744277657498396
2,1,0.2,0.07,1,1,0,0.0580504548413667,0.0534154359770435,0.00463501886432315,0.0624167579802395,0.0562389702599867,0.00617778772025281
2,1,0.2,0.08,1,1,0,0.0614226276942235,0.0572719844959985,0.00415064319822497,0.0658918177882442,0.0596559527537846,0.00623586503445967
2,1,0.2,0.09,1,1,0,0.065928678970324,0.0623062106497797,0.00362246832054427,0.070099126852862,0.0646374553791646,0.00546167147369739
2,1,0.2,0.1,1,1,0,0.0715552764870955,0.067782210369283,0.00377306611781257,0.0762269460041473,0.0705764418186122,0.0056505041855351
2,1,0.2,0.12,0.999968253968254,0.999968253968254,0,0.0797858796726227,0.0764628646057505,0.0033230150668722,0.0844009115352704,0.0789756943926258,0.0054252171426446
2,1,0.2,0.15,0.999269841269841,0.999269841269841,0,0.0907168076708237,0.0880417496515458,0.00267505801927784,0.0951489499181821,0.0904415843981614,0.0047073655200207
2,1,0.3,0.02,1,1,0,0.0330896748238293,0.0254241982452593,0.00766547657856998,0.03680815481463,0.0288597432011073,0.00794841161352271
2,1,0.3,0.03,1,1,0,0.0382446445179272,0.0311777603132207,0.00706688420470647,0.0423057259652042,0.0344217591707811,0.0078839667944231
2,1,0.3,0.04,1,1,0,0.0427047979311828,0.0368792328356696,0.00582556509551326,0.0465909172318892,0.0400097568620642,0.00658116036982505
2,1,0.3,0.05,1,1,0,0.0487779079212834,0.0435816234850422,0.00519628443624118,0.0532388342277592,0.0466937300450082,0.00654510418275104
