wkr,winner_pure_proportional,winner_pure_uniform,actual_margin,actual_winner,actual_runnerup,land,resp_E_actual_winner,error_pure_proportional,error_pure_uniform,year
146,spd,spd,0.18741822648260403,spd,cdu,NW,0.542944113641825,-0.04027627286195612,0.0029601762418589583,2002
176,cdu,cdu,0.18786600827438893,cdu,spd,HE,0.539628987054584,-0.04165075678739316,-0.06066395768740557,2002
277,cdu,cdu,0.189413461311142,cdu,spd,BW,0.533162722522991,-0.029275609784735535,-0.024617160988496645,2002
294,cdu,cdu,0.19106051022559495,cdu,spd,BW,0.505007379295804,-0.039510600079613656,-0.04461746190546356,2002
171,spd,spd,0.19591567764738804,spd,cdu,HE,0.549419901086978,-0.16857234131140153,-0.13410920777535967,2002
30,spd,spd,0.19659601951966393,spd,cdu,NI,0.532144053200651,-0.08284385422581902,-0.03401070619064572,2002
285,cdu,cdu,0.19683649792476898,cdu,spd,BW,0.529337560050982,-0.00244394584390617,-0.03681140317122017,2002
50,spd,spd,0.20068670683677198,spd,cdu,NI,0.541003803817282,-0.033512771655509255,-0.020749193290124146,2002
247,cdu,cdu,0.20075712444352906,cdu,spd,BY,0.551899310031086,-0.07123565333847037,-0.06896351116666355,2002
96,spd,spd,0.20219305770000606,spd,cdu,NW,0.503423972093555,-0.02866912796000398,-0.011505847071004938,2002
64,spd,spd,0.20365892972276,spd,cdu,BB,0.433900171932087,-0.036086342307340924,0.0019384587784218588,2002
159,cdu,cdu,0.204221101736473,cdu,spd,SN,0.461862968225427,-0.12415597235785125,-0.1022018688603496,2002
47,spd,spd,0.20604237309741696,spd,cdu,NI,0.541513907656222,-0.04051560670482268,-0.001747736293073343,2002
58,spd,spd,0.20729016504368802,spd,cdu,BB,0.450225059574593,-0.05241122994984693,-0.014386428864084144,2002
286,cdu,cdu,0.209324940195653,cdu,spd,BW,0.526284740005057,-0.05562829585143425,-0.052337711787178276,2002
69,spd,spd,0.21217685019483895,spd,cdu,ST,0.476723917540149,-0.05865929102402628,-0.06459731616677483,2002
21,spd,spd,0.21309060438966404,spd,cdu,HH,0.513035192993837,-0.05553738652383444,-0.05758986180978509,2002
63,spd,spd,0.218154469949643,spd,cdu,BB,0.438722124125302,-0.040908294500555886,-0.0028834934147931035,2002
138,cdu,cdu,0.22179974651457496,cdu,spd,NW,0.535628784678214,0.006660202093651368,0.015279901231814996,2002
139,spd,spd,0.22427758382111995,spd,cdu,NW,0.552214869238474,-0.12482722116700612,-0.08059409553970115,2002
119,spd,spd,0.22673697856032604,spd,cdu,NW,0.535331097280868,-0.10794344920940019,-0.06371032358209522,2002
27,spd,spd,0.226764529003335,spd,cdu,NI,0.548152096659559,-0.06511862700292964,-0.007187461725414956,2002
49,spd,spd,0.22734158401692,spd,cdu,NI,0.567816617600823,-0.03399897954929332,9.978575989144645e-4,2002
29,spd,spd,0.229028855744207,spd,cdu,NI,0.537689018308551,-0.039607224408994335,0.011632112779340176,2002
5,spd,spd,0.229096469684834,spd,cdu,SH,0.537047457021243,-0.03684538659823888,-0.02633454681525149,2002
60,spd,spd,0.22951731714531204,spd,cdu,BB,0.463767095311202,-0.06595326568645593,-0.027928464600693148,2002
223,cdu,cdu,0.23531493610675897,cdu,spd,BY,0.556088261386587,-0.030616795181924616,-0.03718159351154193,2002
236,cdu,cdu,0.23704654941219006,cdu,spd,BY,0.591846580629598,-0.11314450472802912,-0.07572302189038294,2002
253,cdu,cdu,0.23735785465015996,cdu,spd,BY,0.536417074691825,-0.05911713658130158,-0.0530787351067768,2002
14,spd,spd,0.23986063332451196,spd,cdu,MV,0.451680338713945,-0.11342076797168921,-0.06381117350434867,2002
54,spd,spd,0.24241620279524306,spd,cdu,HB,0.513665852388771,-0.057551918197480845,-0.007288387418864506,2002
13,spd,spd,0.24336104485914295,spd,cdu,MV,0.49343534019644397,-0.16681049100247075,-0.14373013461504652,2002
62,spd,spd,0.24578779453406302,spd,cdu,BB,0.48258100887926503,-0.08476717925451893,-0.04674237816875615,2002
41,spd,spd,0.24991550009858293,spd,cdu,NI,0.554812269385686,-0.05891273031816524,-0.03396284926136306,2002
56,spd,spd,0.250188515779171,spd,cdu,BB,0.482046880264403,-0.08423305063965691,-0.04620824955389413,2002
122,spd,spd,0.255743113690136,spd,cdu,NW,0.561591502724135,-0.02930834812350802,0.021069516542435274,2002
140,spd,spd,0.25708953219829206,spd,cdu,NW,0.556897524034588,-0.1295098759631202,-0.08527675033581522,2002
123,spd,spd,0.257822972921215,spd,cdu,NW,0.565584025942523,-0.13819637787105515,-0.09396325224375018,2002
295,cdu,cdu,0.25821183148163107,cdu,spd,BW,0.548570791223363,-0.04777351349931225,-0.0670612361159908,2002
242,cdu,cdu,0.263000490534788,cdu,spd,BY,0.564104457537093,-0.056207541501281266,-0.05145760595731186,2002
145,spd,spd,0.269076086956522,spd,cdu,NW,0.564227053140097,-0.027507321710602106,0.019176448538967716,2002
126,spd,spd,0.272005928496548,spd,cdu,NW,0.576100447047199,-0.14871279897573114,-0.10447967334842617,2002
248,cdu,cdu,0.274027412432507,cdu,spd,BY,0.549017028935345,-0.030904032612558363,-0.029389792337669918,2002
19,spd,spd,0.27634590341082294,spd,cdu,HH,0.54129838463883,-0.07767453356895743,-0.0524191376636573,2002
42,spd,spd,0.27685316178629593,spd,cdu,NI,0.563022181886128,-0.07522022984289156,-0.0578010252179868,2002
57,spd,spd,0.279373891835081,spd,cdu,BB,0.493016053849795,-0.09520222422504893,-0.05717742313928614,2002
251,cdu,cdu,0.280943782200222,cdu,spd,BY,0.583505909687847,-0.060093002753942915,-0.05245250656358735,2002
141,spd,spd,0.28621457768796194,spd,cdu,NW,0.569822716208148,-0.02137071794005818,0.029188357497320516,2002
250,cdu,cdu,0.29194013524264095,cdu,spd,BY,0.590188693317422,-0.05292343170780334,-0.05394304517715254,2002
116,spd,spd,0.29653873385254603,spd,cdu,NW,0.575410449256583,-0.023344942994056983,0.017194878622717513,2002
143,spd,spd,0.30440510498147405,spd,cdu,NW,0.578139151914368,-0.06493500149497966,-0.019628211534033935,2002
293,cdu,cdu,0.31618133776812596,cdu,spd,BW,0.577170303670192,-0.08662284680254256,-0.07479462082919142,2002
238,cdu,cdu,0.31639221500268505,cdu,spd,BY,0.607368970446964,-0.09806718400729131,-0.10762333309917127,2002
233,cdu,cdu,0.318104817673988,cdu,spd,BY,0.604322366222941,-0.07274759051915014,-0.0492497554798359,2002
217,cdu,cdu,0.32083731215761196,cdu,spd,BY,0.593541739960798,-0.0633559066320718,-0.05556277204804139,2002
234,cdu,cdu,0.325915465523958,cdu,spd,BY,0.598504523222092,-0.06679481552202038,-0.054518716997979166,2002
144,spd,spd,0.328582317995378,spd,cdu,NW,0.59970477561737,-0.02677273316330675,0.03480107636905494,2002
55,spd,spd,0.337150663675768,spd,cdu,HB,0.580402871711839,-0.12428893752054881,-0.07402540674193248,2002
33,cdu,cdu,0.340421510254229,cdu,spd,NI,0.622089909586365,-0.0012548324463430571,0.02121972788147053,2002
120,spd,spd,0.34303042602682005,spd,cdu,NW,0.609340118956554,-0.020331186895499842,0.03085637636929095,2002
241,cdu,cdu,0.343290166500641,cdu,spd,BY,0.629742422086239,-0.12645461889220744,-0.10542291693706907,2002
124,spd,spd,0.34531492525120505,spd,cdu,NW,0.60275576614111,-0.1753681180696422,-0.13113499244233723,2002
256,cdu,cdu,0.35395639663568,cdu,spd,BY,0.613756086764055,-0.0635871649625167,-0.06426013610327519,2002
142,spd,spd,0.356792515870364,spd,cdu,NW,0.614854660875376,-0.18746701280390815,-0.14323388717660318,2002
25,spd,spd,0.35934818710213096,spd,cdu,NI,0.614053418212012,-0.07667026101983132,0.007072957772174537,2002
118,spd,spd,0.362819464813791,spd,cdu,NW,0.617573870603227,-0.19018622253175915,-0.14595309690445418,2002
237,cdu,cdu,0.37210463698720697,cdu,spd,BY,0.607089875593026,-0.05789549337828526,-0.05267829654743772,2002
249,cdu,cdu,0.381244291533819,cdu,spd,BY,0.633739206446154,-0.06543050356816948,-0.0552621934650388,2002
117,spd,spd,0.38590640579831603,spd,cdu,NW,0.631212032343207,-0.03229874823549783,0.017833657279767823,2002
216,cdu,cdu,0.397598315519923,cdu,spd,BY,0.626548566341407,-0.07342482677827156,-0.05971069016908348,2002
235,cdu,cdu,0.400457557682417,cdu,spd,BY,0.668974160405299,-0.1274877585632752,-0.11694063831125179,2002
254,cdu,cdu,0.40576215125775106,cdu,spd,BY,0.652903860037172,-0.07151926616415749,-0.0851230293243731,2002
227,cdu,cdu,0.408762912828864,cdu,spd,BY,0.634944786524859,-0.052378690633006375,-0.046643702080659155,2002
215,cdu,cdu,0.40912944536165297,cdu,spd,BY,0.657038458296769,-0.07280177522580489,-0.06756118789094046,2002
255,cdu,cdu,0.40921350963438596,cdu,spd,BY,0.646824708957656,-0.07263418955729117,-0.0638565648305266,2002
224,cdu,cdu,0.40962084115143393,cdu,spd,BY,0.631138163013134,-0.07517868755060253,-0.061451854853529664,2002
225,cdu,cdu,0.41346121632422506,cdu,spd,BY,0.633226604639587,-0.06042171024254961,-0.05512340826265594,2002
218,cdu,cdu,0.4158459410753951,cdu,spd,BY,0.653257407485017,-0.09889297659270824,-0.08060822490725217,2002
257,cdu,cdu,0.42146174213736803,cdu,spd,BY,0.647586170456347,-0.08161938894916443,-0.0852121751274808,2002
229,cdu,cdu,0.42445254894903206,cdu,spd,BY,0.657428237199676,-0.09446138575548524,-0.0795542641483532,2002
258,cdu,cdu,0.430427419828733,cdu,spd,BY,0.648619339398375,-0.07646518798372004,-0.06236798909633268,2002
230,cdu,cdu,0.44598854789937603,cdu,spd,BY,0.648065938936427,-0.11580004447293801,-0.10567139378620638,2002
228,cdu,cdu,0.448678058172316,cdu,spd,BY,0.689180361686034,-0.12464217740624828,-0.11777230298758745,2002
226,cdu,cdu,0.48965533998274896,cdu,spd,BY,0.689793835724612,-0.08719750473299259,-0.08414189311905251,2002
231,cdu,cdu,0.553368194401722,cdu,spd,BY,0.730350175654454,-0.1341543455635973,-0.11556402234312402,2002
232,cdu,cdu,0.557042073051239,cdu,spd,BY,0.746333117264875,-0.11746601196140549,-0.12962023051578853,2002
188,cdu,cdu,4.32133206427987e-4,cdu,spd,HE,0.419530232914328,0.009947149168566705,0.023353553703501895,2005
1,cdu,spd,0.001903602064404042,spd,cdu,SH,0.442215036091586,-0.013247459602422684,-0.005319921286233764,2005
130,cdu,cdu,0.003192798663425034,spd,cdu,NW,0.417233978036875,-0.003763092797173795,-0.015029006877831819,2005
275,cdu,cdu,0.003265315815409009,cdu,spd,BW,0.38733769896163,0.010881518409767033,0.02226501428097788,2005
164,cdu,spd,0.003398519812920997,spd,cdu,SN,0.284216477360333,0.026667846058601563,0.04797740802250394,2005
10,cdu,cdu,0.0034341100198989616,cdu,spd,SH,0.4441288486638,-0.005115657483639402,-0.00704647117261703,2005
4,cdu,cdu,0.003842863891122983,cdu,spd,SH,0.440984590243466,-0.019782326344675527,-0.011845262143102553,2005
259,cdu,cdu,0.0059170773814499755,cdu,spd,BW,0.39152256842926,-0.0027918487187305607,0.0014877802998724543,2005
298,spd,spd,0.006034256838936991,spd,cdu,SL,0.378021328208471,0.01809986947191372,0.06832382619103095,2005
199,cdu,cdu,0.007729546123190989,spd,cdu,RP,0.442659605766402,0.017995904459640943,0.03303770210604334,2005
181,cdu,cdu,0.008826245179511971,spd,cdu,HE,0.43246428765412,-0.01594961524803351,0.002171989379782191,2005
9,cdu,cdu,0.009630668536699027,spd,cdu,SH,0.445549681734815,-0.01848952742463089,-0.0073356529157094785,2005
8,cdu,cdu,0.012292642113562013,cdu,spd,SH,0.438780818758615,-0.01763676511890322,-0.014994414718713711,2005
203,cdu,cdu,0.01275908217819699,cdu,spd,RP,0.429974135121454,-0.013105357884912516,-0.009247150048713793,2005
82,cdu,cdu,0.012852297526840029,spd,cdu,BE,0.341509402846416,0.020999217044287644,0.028793383187313892,2005
80,cdu,cdu,0.013191018592732029,cdu,spd,BE,0.40004289762144,8.43308122780495e-4,0.007426156456593835,2005
192,spd,spd,0.013868617959200025,cdu,spd,TH,0.308662602941468,0.03717956308921905,0.07237180457629128,2005
88,spd,cdu,0.01410036575583401,spd,cdu,NW,0.405392874752544,0.014764545603283608,-0.010211144657660487,2005
178,cdu,cdu,0.014313493360189,spd,cdu,HE,0.432983174145717,-3.664183148294753e-4,0.004812641274146268,2005
17,spd,spd,0.014413236672873031,spd,cdu,MV,0.335644204994124,0.050977191197424776,0.0757385165964034,2005
7,cdu,cdu,0.014751616447040983,cdu,spd,SH,0.442357197903401,-0.017011679762287513,-0.026927340959444213,2005
198,cdu,spd,0.014801856525920976,spd,lin,TH,0.303693040609891,0.031645095290557756,0.06439008109285355,2005
196,cdu,spd,0.015074771717802027,cdu,spd,TH,0.316754390314743,0.03147632588490468,0.05593196320766064,2005
174,cdu,cdu,0.015586019041800958,spd,cdu,HE,0.421630772363933,0.00713352896615882,0.019316520906533963,2005
18,cdu,spd,0.015970706809186996,cdu,spd,MV,0.31302289455191,0.02610263254756645,0.04883233428482214,2005
207,cdu,cdu,0.01753161080337401,spd,cdu,RP,0.409464502980117,-0.027333192833886577,-4.7423487900360994e-4,2005
106,cdu,cdu,0.018159389952152993,spd,cdu,NW,0.434786184210526,-0.01287932453123175,-0.01760458354369715,2005
272,cdu,cdu,0.018970997892110986,cdu,spd,BW,0.413444398506178,-0.044111107366310964,-0.013537636207410553,2005
36,cdu,spd,0.019990637170433978,spd,cdu,NI,0.442333934280905,-0.02124676513603413,-0.0182047670482815,2005
149,cdu,cdu,0.020348820028487036,spd,cdu,NW,0.435599501179085,0.009852296250904502,0.006468110664262838,2005
245,cdu,cdu,0.02080676020408201,cdu,spd,BY,0.41973707096475,0.055504178851566666,0.06742871939927114,2005
74,cdu,spd,0.020837189623714003,spd,cdu,ST,0.315592193986831,0.045639876980142324,0.06145576593317492,2005
66,spd,spd,0.02126197166077598,spd,cdu,ST,0.332426961539624,0.05669703472642379,0.10901550684951866,2005
91,cdu,cdu,0.021848251083166015,cdu,spd,NW,0.450213991334672,-3.620043945676277e-4,0.0068477681937455515,2005
63,spd,spd,0.022041532911725004,spd,lin,BB,0.354554716183227,0.02239654674005942,0.08264479933661006,2005
104,spd,spd,0.022506982092985017,spd,cdu,NW,0.432566860975624,-0.020942535727326628,-0.021248066632438056,2005
59,spd,spd,0.022752780328537003,spd,lin,BB,0.353567573663267,0.016432343171002395,0.06333573094122696,2005
260,cdu,cdu,0.023605746722847043,spd,cdu,BW,0.420792368913858,-0.016451888243630253,-0.004546366027119164,2005
195,spd,spd,0.02365081399820601,spd,lin,TH,0.317843866171004,0.02799829985968305,0.06319054134675528,2005
97,cdu,cdu,0.024386665962528975,spd,cdu,NW,0.419766343349705,-0.03742782984504722,-0.007035707462538121,2005
205,cdu,cdu,0.024822340820228994,cdu,spd,RP,0.431105339764263,-6.249451923996951e-4,0.01054487153549405,2005
183,spd,cdu,0.025149844884189976,spd,cdu,HE,0.397954880877082,-0.005577106497158868,-0.011448883719885117,2005
189,cdu,cdu,0.025769275392211022,cdu,spd,HE,0.443678857334382,0.006968053635021676,0.008182212500244535,2005
83,cdu,cdu,0.02716946777715301,spd,cdu,BE,0.393061117077646,-0.010428369834803941,-0.0027418572241462713,2005
219,cdu,cdu,0.02756158893820898,spd,cdu,BY,0.437196865648865,0.014973375766209496,0.04970540379829663,2005
180,spd,cdu,0.029336863885634,spd,cdu,HE,0.440711319471575,-0.021890359163068196,-0.022835284370646358,2005
71,cdu,spd,0.03179997875836399,spd,cdu,ST,0.33563659309147,0.012372418957048492,0.07115566021940228,2005
222,cdu,cdu,0.03424013605034798,cdu,spd,BY,0.427079528374761,0.03508667361487683,0.06385420272898085,2005
184,cdu,cdu,0.03549781866034002,cdu,spd,HE,0.372992875803012,-0.002753538235566677,0.005338866181024082,2005
209,cdu,cdu,0.03573323365567799,spd,cdu,RP,0.432723611546531,-0.007344579750018565,-0.0014483947235959804,2005
153,spd,spd,0.03652837453267099,spd,cdu,SN,0.329676078343842,0.023569086121220273,0.05248500251907967,2005
129,cdu,spd,0.03669264959970403,spd,cdu,NW,0.464632875664411,-0.031235139062900763,-0.031444620583926,2005
3,cdu,spd,0.036832802594291,cdu,spd,SH,0.448968710742353,-0.07028194025916162,-0.036013379080666374,2005
186,cdu,cdu,0.03689384601509205,cdu,spd,HE,0.43683973183417,0.009754155056846348,0.013875529476578718,2005
39,cdu,spd,0.037273982510354964,spd,cdu,NI,0.441422841738444,-0.03654939887024983,-0.016851579459337074,2005
296,spd,spd,0.03781366428196398,spd,cdu,SL,0.335471342454662,0.11546429778986972,0.1252166081843124,2005
197,spd,spd,0.037994725928596984,spd,cdu,TH,0.301799720519293,0.059784928244768165,0.0845713670581199,2005
22,spd,spd,0.03813612678463302,spd,cdu,HH,0.432617181644291,-0.004855662444207098,-0.042603181204567075,2005
283,cdu,cdu,0.03878633209141602,spd,cdu,BW,0.436695337093192,-0.020768478845383076,-0.018957004056056548,2005
35,spd,spd,0.03939883106039499,spd,cdu,NI,0.441920400779293,-0.029241376550630693,0.00771210961591301,2005
107,cdu,cdu,0.03959984069712896,cdu,spd,NW,0.445667615747208,-0.02681574791061997,-0.031302410198690234,2005
194,spd,spd,0.039602290862446043,spd,cdu,TH,0.314987564061644,0.03085460196904305,0.06604684345611528,2005
98,cdu,cdu,0.041538167165658,cdu,spd,NW,0.45524840735655,-0.028964525837019306,-0.013970722987313833,2005
297,spd,spd,0.04447031846831101,spd,cdu,SL,0.403838728265325,0.036410055953307485,0.05036627048250947,2005
6,spd,spd,0.04535715879841101,spd,cdu,SH,0.470213209147312,-0.05421203919145878,-0.03076321686773098,2005
75,spd,spd,0.04671176091645002,spd,cdu,ST,0.327885611853346,0.014929950153633131,0.06819629214897316,2005
291,cdu,cdu,0.04732026143790902,cdu,spd,BW,0.429246646026832,0.021161199926907404,0.024078625899504713,2005
78,cdu,cdu,0.04779726336146001,spd,cdu,BE,0.425264168399964,0.011418597286641075,0.01456462218209903,2005
160,cdu,cdu,0.048599049856968,cdu,spd,SN,0.369910860237025,-0.016116184694395852,-0.014077572664424831,2005
246,cdu,cdu,0.05164537874755998,cdu,spd,BY,0.439876411802968,0.05492177298640999,0.09426957866545338,2005
44,spd,spd,0.05185146019492798,spd,cdu,NI,0.466751264562294,-0.030094722832488263,-0.023748666873943947,2005
147,cdu,cdu,0.052340793477895,cdu,spd,NW,0.462908894902921,-0.003978891702801746,-5.514016354145057e-4,2005
155,cdu,cdu,0.05251311973287598,cdu,spd,SN,0.348594578886489,0.005045298733261372,0.032079054359608894,2005
175,cdu,cdu,0.05472642655508203,spd,cdu,HE,0.433075302389183,-0.025815740204181814,-0.014677757816833892,2005
37,spd,spd,0.055035020712415006,spd,cdu,NI,0.438058917877295,-0.03181281193058061,-0.009769894901787812,2005
213,cdu,cdu,0.05578236274096998,cdu,spd,RP,0.432363656335243,0.02001473694198408,0.034175418093204735,2005
31,spd,spd,0.05580434501926501,spd,cdu,NI,0.480622736261272,-0.025526930573665896,-0.015578422708777018,2005
212,cdu,cdu,0.0584281465814,cdu,spd,RP,0.424356417372295,0.04435270360268745,0.0560300021757455,2005
201,cdu,cdu,0.061770610278371996,cdu,spd,RP,0.454202355460385,0.004273193687036603,0.014380189785919817,2005
38,cdu,cdu,0.06307892721309799,cdu,spd,NI,0.468287062797442,0.0053415199298716964,0.018674521083991313,2005
89,spd,spd,0.06384650039853501,spd,cdu,NW,0.459857682488708,-0.03192821929741824,-0.015000619961029138,2005
151,spd,spd,0.06403245173613098,spd,cdu,NW,0.474780845014341,-0.040805918924620266,-0.04292208686898524,2005
68,spd,spd,0.06445057948063998,spd,cdu,ST,0.338397073868016,0.049297146856319696,0.09612008194813404,2005
134,spd,spd,0.06533252901362002,spd,cdu,NW,0.475441499576625,-0.043215069124152294,-0.02726363295881934,2005
191,spd,spd,0.065726866456361,spd,cdu,TH,0.352891692954784,-0.007049526924096938,0.02814271456297529,2005
135,spd,spd,0.06682904457335503,spd,cdu,NW,0.474992562843968,-0.04240926336527151,-0.028187364084158006,2005
210,cdu,cdu,0.066863901912951,cdu,spd,RP,0.448145008275806,0.01094999969891558,0.015384027896857888,2005
34,spd,spd,0.06694154419099602,spd,cdu,NI,0.457205559619605,-0.04067593609280795,0.0103696077205217,2005
221,cdu,cdu,0.06959637378329203,cdu,spd,BY,0.43973772811235,0.024423869544890786,0.06784137377981836,2005
93,cdu,cdu,0.07005759697094399,cdu,spd,NW,0.46267427495735,0.0025395673743166536,0.006884185771722173,2005
85,spd,spd,0.07117967477504,lin,spd,BE,0.403660783423674,-0.0649440829915508,-0.01340185413842715,2005
187,spd,spd,0.07135963223931296,spd,cdu,HE,0.447923814624513,-0.0223679903531957,-0.04427180926451396,2005
220,cdu,cdu,0.07148629217221802,cdu,spd,BY,0.434152515181404,0.03883233247046658,0.07847753611612823,2005
108,spd,spd,0.07297461452452297,spd,cdu,NW,0.459361152906423,-0.02417615436541415,-0.0369921217058104,2005
299,spd,spd,0.07357273466070702,spd,cdu,SL,0.401050132060138,0.03620254227855829,0.06151507442187709,2005
26,cdu,cdu,0.07379943301409397,cdu,spd,NI,0.470923434086462,0.018819437825492502,0.011785445542719375,2005
72,spd,spd,0.07402365589904197,spd,cdu,ST,0.360790659878734,0.01618325775183843,0.03178164438122999,2005
109,cdu,cdu,0.074746966358341,cdu,spd,NW,0.477409573847769,-0.024219751847520676,-0.014658634852045382,2005
262,cdu,cdu,0.07621787350013298,cdu,spd,BW,0.468306900336879,-0.001951530698698134,8.778162222979891e-4,2005
190,spd,spd,0.07637448299854399,cdu,spd,TH,0.373542410225355,-0.027700244194667933,0.0074919972924042955,2005
105,cdu,cdu,0.07657967032967,cdu,spd,NW,0.47333079866562,-0.03494549881010739,-0.038846093915381685,2005
265,cdu,cdu,0.07688945128264102,cdu,spd,BW,0.46869895318072,-4.323201256691278e-4,0.007593531333064285,2005
243,cdu,cdu,0.07865209129596101,cdu,spd,BY,0.474051167932258,0.037741320232112074,0.0652208796752286,2005
2,cdu,spd,0.08060891320018598,cdu,spd,SH,0.479059774696462,-0.10037300421327061,-0.06610444303477536,2005
193,spd,spd,0.08179027565461805,spd,cdu,TH,0.372207702549435,-0.008919303432932624,0.018147994679916568,2005
206,cdu,cdu,0.08291144645187998,cdu,spd,RP,0.466116892147414,0.010301503835572878,0.017065854204495967,2005
92,spd,spd,0.08366402818156699,spd,cdu,NW,0.478269634785561,-0.05189638002235275,-0.042648721477323015,2005
208,spd,spd,0.08460988296488997,spd,cdu,RP,0.458101430429129,-0.027452254869151482,-0.04274749454043131,2005
167,cdu,cdu,0.08505298185996996,cdu,lin,SN,0.34590844678196,0.06229167950909659,0.04908955872294862,2005
284,cdu,cdu,0.085222248376158,cdu,spd,BW,0.44943348453136,0.021601535057272858,0.02172729524811523,2005
73,spd,spd,0.08531783646624796,spd,lin,ST,0.359529260787774,-0.020994596563701007,0.03779688788271157,2005
276,spd,spd,0.08537446103746399,spd,cdu,BW,0.45933235033089,-0.03380728723297638,-0.0454388754960206,2005
12,spd,spd,0.086879513443468,spd,cdu,MV,0.377667367763025,0.032402291266935834,0.06926098884367865,2005
111,cdu,cdu,0.087108079708549,cdu,spd,NW,0.473532206205287,-0.021704230816644632,-0.020389685256595624,2005
67,spd,spd,0.087195044414976,spd,cdu,ST,0.373794256026449,0.0171727190763879,0.050169462115468744,2005
211,spd,spd,0.08893720497782798,spd,cdu,RP,0.442425976255185,-0.008095796519216658,0.0034011360324990303,2005
65,spd,spd,0.08994347347627901,spd,cdu,BB,0.348489094550351,0.03404996781413938,0.09256554630015945,2005
110,cdu,cdu,0.09004191668341399,cdu,spd,NW,0.478847865407252,-0.025228729738593303,-0.012888112925471706,2005
28,spd,spd,0.09141578295840602,spd,cdu,NI,0.447322043820547,-0.04280533717923973,0.02179841600783805,2005
95,spd,spd,0.09161382069172802,spd,cdu,NW,0.437622480301988,-0.050312163284855105,-0.07673834250678846,2005
289,cdu,cdu,0.09236449497683902,cdu,spd,BW,0.466537327798833,0.010216359228357286,0.02456801167008371,2005
176,cdu,cdu,0.09382481474444199,cdu,spd,HE,0.391129448169159,0.16582998445902447,0.1701312809942916,2005
136,spd,spd,0.094026325643019,spd,cdu,NW,0.480032547020363,-0.05004579007776788,-0.025688443092038216,2005
133,spd,spd,0.09436686051273696,spd,cdu,NW,0.472433245966091,-0.03490009645890324,-0.053139169401003106,2005
177,cdu,cdu,0.09549293648669899,cdu,spd,HE,0.451159184625623,0.0037546721719848297,0.022725400378732497,2005
154,spd,spd,0.09713235245319601,spd,cdu,SN,0.352937663009935,-0.007718500317547838,0.03358724384305434,2005
70,spd,spd,0.09778144162906399,spd,cdu,ST,0.364160303135485,0.026047809352864992,0.06909109507441158,2005
114,spd,spd,0.09842936448345002,spd,cdu,NW,0.489992737657094,-0.05573496947294976,-0.03254526827546789,2005
132,cdu,cdu,0.09941631418590896,cdu,spd,NW,0.488571811211678,-0.010116581531096902,-0.006958739860792207,2005
156,cdu,cdu,0.10384969745262598,cdu,spd,SN,0.34548295525287,0.0469466345618576,0.05187552677853813,2005
81,spd,cdu,0.10389252629825596,spd,cdu,BE,0.439638935513216,-0.068754755998571,-0.09218413343764575,2005
64,spd,spd,0.10403064987570698,spd,lin,BB,0.376362444341246,-0.007435679695418196,0.08601262374338015,2005
161,cdu,cdu,0.104819660334659,cdu,spd,SN,0.352044301454293,0.03403449745369047,0.03272092330571369,2005
278,cdu,cdu,0.10493253589142904,cdu,spd,BW,0.4736359948175,0.008736902917153844,0.019279512757801598,2005
152,cdu,cdu,0.10512665029628798,cdu,spd,SN,0.365307605021584,0.03690110164532501,0.025719324346267947,2005
121,spd,spd,0.10627845971094801,spd,cdu,NW,0.480771134428826,-0.046808868946712046,-0.04067707593545561,2005
185,spd,spd,0.10632296600199104,spd,cdu,HE,0.470745723852907,-0.032435172562273684,-0.033111027940436355,2005
282,spd,cdu,0.10683639676462198,spd,cdu,BW,0.451069225750058,-0.01894813566382314,-0.10039733598888612,2005
87,spd,spd,0.10720158291542997,lin,spd,BE,0.42864258178965,-0.15110281706445478,-0.0760186696160875,2005
100,cdu,cdu,0.10830276019993601,cdu,spd,NW,0.491154310196243,-0.02214072506286907,-0.01338539835625513,2005
168,cdu,cdu,0.10885835806737904,cdu,spd,SN,0.360992625684649,0.00644140019213707,0.024388213013578186,2005
112,cdu,cdu,0.10911701774660404,cdu,spd,NW,0.480897513644633,-0.022534915542108624,-0.014377386382763202,2005
173,spd,spd,0.10965297450424899,spd,cdu,HE,0.475467422096317,-0.05774012985708166,-0.05531170203718011,2005
179,cdu,cdu,0.109681554642659,cdu,spd,HE,0.474975963639542,0.015580018892445313,0.018993433511131197,2005
53,spd,spd,0.111369143780291,spd,cdu,NI,0.468346122778675,-0.05892073802158515,-0.016076418895991373,2005
79,spd,spd,0.11186361513311605,spd,cdu,BE,0.467939922933209,-0.14974221956386702,-0.12281472934255899,2005
21,spd,spd,0.11378914913925203,spd,cdu,HH,0.450528397503245,0.0019437748715192549,-0.03663008649567112,2005
57,spd,spd,0.11550906395144095,spd,lin,BB,0.396127034576538,0.028583104906211743,0.08023128728466428,2005
43,spd,spd,0.116891385161565,spd,cdu,NI,0.499101665560609,-0.04324676117133042,-0.00398690900030102,2005
16,cdu,cdu,0.11712286955240397,cdu,spd,MV,0.371885459278542,0.026731056169515044,0.05054180790267465,2005
137,cdu,cdu,0.11722006907024901,cdu,spd,NW,0.49201705061829,-0.0027486299017481786,0.010868850160455745,2005
101,cdu,cdu,0.11871053923527503,cdu,spd,NW,0.492595933186432,-0.030015012270037833,-0.047146603663604514,2005
