wkr,winner_pure_proportional,winner_pure_uniform,actual_margin,actual_winner,actual_runnerup,land,resp_E_actual_winner,error_pure_proportional,error_pure_uniform,year
135,cdu,cdu,0.056620768078901984,cdu,spd,HE,0.467962935858319,0.01210765503609501,0.013839880889176592,1998
33,spd,spd,0.05693129780556405,spd,cdu,NI,0.47821538422988,-0.028474587484061065,-0.02620595349100907,1998
154,spd,spd,0.05791249974118501,spd,cdu,RP,0.43586558171315,-0.006635649191438664,-0.0035761981231417495,1998
326,cdu,cdu,0.058309421427807984,cdu,spd,SN,0.379808759568188,0.1096314478125382,0.13407787007316857,1998
7,spd,spd,0.05831454278771403,spd,cdu,SH,0.478759386151185,-0.031588920499198814,-0.03047833051004073,1998
301,cdu,cdu,0.06060335727136201,spd,cdu,TH,0.359404968999509,0.05000934840568261,0.06586033697474108,1998
193,cdu,cdu,0.06073777743585801,cdu,spd,BW,0.420292084984165,0.006370685489415107,0.01415072665911532,1998
267,cdu,cdu,0.06280259944248301,cdu,spd,MV,0.373449784674336,0.058290784916847416,0.08151673806955595,1998
4,spd,spd,0.06403081534210697,spd,cdu,SH,0.487735915328057,-0.03015142613420868,-0.02566724722846203,1998
77,cdu,cdu,0.06418153473064198,cdu,spd,NW,0.480997748137883,-0.03767317551532551,-0.031190230430180266,1998
78,spd,spd,0.065616452766674,spd,cdu,NW,0.476777824531875,-0.038888874850124155,-0.025428281577766,1998
296,cdu,cdu,0.06565365508487497,cdu,spd,TH,0.401399152338364,0.05341722225380824,0.09343972685004953,1998
225,spd,spd,0.06622689740387905,spd,cdu,BY,0.495381115200805,-0.04018923019757753,-0.022064240765374277,1998
205,cdu,cdu,0.066544798258728,cdu,spd,BY,0.465410802395024,-0.03564250546277503,-0.021530390061378857,1998
39,cdu,cdu,0.06849485398427696,spd,cdu,NI,0.485974917059,-0.04661955145778557,-0.024071947141347083,1998
175,spd,spd,0.06964983751707199,spd,cdu,BW,0.399519615692554,-0.0030395153349519477,-0.0034730430697277326,1998
157,spd,spd,0.071152007273525,spd,cdu,RP,0.479284561001991,-0.0152890549452121,-0.00449334638135146,1998
65,cdu,cdu,0.07132442786392701,cdu,spd,NW,0.487524275569775,-0.04445629257090594,-0.03240874493462442,1998
161,cdu,cdu,0.072811583797044,cdu,spd,RP,0.471022557290732,-0.01742229715569471,-0.01359237633637117,1998
166,cdu,cdu,0.07447300386170796,cdu,spd,BW,0.428766793219544,-4.519267787150838e-5,-8.947195007008579e-5,1998
97,cdu,cdu,0.07454268821520804,cdu,spd,NW,0.490387903477602,-0.022510713599289967,-0.0019114728892037358,1998
131,spd,spd,0.07508826265579599,spd,cdu,HE,0.463767529743504,-0.009446906022165968,-0.002001986872402328,1998
325,cdu,cdu,0.07589822737692697,cdu,spd,SN,0.401749169673998,0.07832778717786743,0.11873683143214564,1998
298,cdu,cdu,0.07668464447337398,spd,cdu,TH,0.394651602504494,-0.007314197762397112,0.02648335644848182,1998
15,spd,spd,0.07706269740338001,spd,cdu,HH,0.47130822093655,-0.09555014934856904,-0.06208046881090712,1998
176,cdu,cdu,0.077224861659484,cdu,spd,BW,0.467397793575381,0.00534343905264828,0.012722753646753515,1998
147,cdu,cdu,0.07747142339493401,cdu,spd,RP,0.483170273742465,-0.015714040777193572,0.019083542432502543,1998
1,spd,spd,0.07774615622863396,spd,cdu,SH,0.501516470801363,-0.02453788754401326,-0.013189728146365043,1998
25,spd,spd,0.07804101366153499,spd,cdu,NI,0.498869770874373,-0.0549776419257883,-0.045523674311634454,1998
207,cdu,cdu,0.07807639267502603,cdu,spd,BY,0.473493473589686,-0.02969134921354577,-0.026779553094194608,1998
226,cdu,cdu,0.07844321482178801,cdu,spd,BY,0.497455391638763,-0.026849612860229966,0.015085774192455104,1998
304,cdu,cdu,0.07903333390343598,spd,cdu,TH,0.393011681403821,0.011515124089241213,0.03022835995688178,1998
305,cdu,cdu,0.079751667504885,spd,cdu,TH,0.405073831922103,-0.019623570577719573,0.008774581849033292,1998
192,cdu,cdu,0.08014236402983205,cdu,spd,BW,0.452667537066514,0.01538447367776058,0.021881240853162842,1998
156,spd,spd,0.080450522928399,spd,cdu,RP,0.475021659756173,0.003096464876005234,0.021469380246895764,1998
129,spd,spd,0.08144644129522599,spd,cdu,HE,0.47737049059193,-0.015760301416946232,-0.009689866131366742,1998
122,spd,spd,0.08316862581920403,spd,cdu,NW,0.4962996537427,-0.054964356869996345,-0.03824334452136824,1998
190,cdu,cdu,0.08320930975624102,cdu,spd,BW,0.448839223402198,0.014188469549058447,0.017159531579544973,1998
238,cdu,cdu,0.083686598496648,cdu,spd,BY,0.471862937631205,-0.032085467674304924,-0.00867805550126216,1998
121,cdu,cdu,0.08555850915215901,cdu,spd,NW,0.498886414253898,-0.03691990100058118,-0.01592577137514689,1998
98,spd,spd,0.085668425369884,spd,cdu,NW,0.502602610712224,-0.019632374279907383,-0.010440434275284738,1998
133,cdu,cdu,0.08571554874454795,cdu,spd,HE,0.464536916971197,-0.011728671561054671,-0.008420892576167516,1998
268,cdu,cdu,0.08573402934063001,cdu,spd,MV,0.394669754498679,0.03888205858832572,0.07734647995188682,1998
49,spd,spd,0.08680775718712203,spd,cdu,NI,0.482024716762176,-0.042932818594294764,-0.02549165395796099,1998
293,cdu,cdu,0.08685901978274896,spd,cdu,ST,0.414012154760615,-0.0335057098872259,-0.005524677739185413,1998
299,spd,cdu,0.08831432871811401,spd,cdu,TH,0.401003948021655,-0.014478462971826311,0.004843662836747531,1998
306,cdu,cdu,0.08913539030387901,spd,cdu,TH,0.392487689886861,-0.023458616245198127,0.011510450906639491,1998
96,cdu,cdu,0.08914789483591595,cdu,spd,NW,0.501966074752672,-0.010713320352605249,0.01966859081143779,1998
255,spd,spd,0.08932685475594099,spd,gru,BE,0.385126066704466,-0.029973599446547095,0.011872371964940176,1998
55,cdu,cdu,0.08996358419774897,cdu,spd,NW,0.492109909512249,-0.01892770378784886,0.004755166625946272,1998
258,spd,spd,0.09073752108634203,lin,spd,BE,0.421739776759457,-0.08456419303126345,-0.05579765443031742,1998
143,spd,spd,0.09170846386040499,spd,cdu,HE,0.467112883806654,-0.05545924212232595,-0.02566040456638452,1998
194,spd,spd,0.09192420795650003,spd,cdu,BW,0.47213283027243,-0.02857347326940962,-0.07810356596722212,1998
203,spd,spd,0.092018905916945,spd,cdu,BY,0.452436116704439,-0.018642895220742528,-0.0361885697397657,1998
264,cdu,spd,0.094557937441487,spd,cdu,MV,0.399740739851646,-0.048424467718512665,-0.023082097024832604,1998
169,cdu,cdu,0.095248599825974,cdu,spd,BW,0.443276100837041,3.6943980256942677e-4,-0.031017837087832067,1998
297,cdu,cdu,0.09618497109826601,spd,cdu,TH,0.428331957060281,-0.04780135846212891,-0.022831831996775798,1998
119,cdu,cdu,0.09709274143548002,cdu,spd,NW,0.513837378394526,-0.032986026271440594,-0.007834279761872676,1998
237,cdu,cdu,0.09715559292555198,cdu,spd,BY,0.467832687357103,-0.016988316972619877,0.009986481126024016,1998
300,spd,spd,0.09767948616566102,spd,cdu,TH,0.365228317122247,0.003037301626786504,7.256420236008698e-4,1998
254,spd,spd,0.09839129406198299,spd,cdu,BE,0.432534894724391,-0.04642861137800469,-0.04991939293592779,1998
71,spd,spd,0.09855569155446697,spd,cdu,NW,0.498115055079559,-0.020216085616486135,-0.014755124543165576,1998
313,cdu,cdu,0.09892092476542602,cdu,spd,SN,0.385145801584102,0.08552723565380366,0.1258666317282549,1998
141,spd,spd,0.10184506652335995,spd,cdu,HE,0.483305377779949,-0.03196593735892467,-0.03396535607080714,1998
191,cdu,cdu,0.10312713775797,cdu,spd,BW,0.441883462135015,0.02357320734689805,0.008601930355685572,1998
292,cdu,cdu,0.10330990722059297,spd,cdu,ST,0.405454259077306,-0.043564138558519094,-0.03109371681609241,1998
130,spd,spd,0.10431163425895801,spd,cdu,HE,0.485323416909552,-0.00448297971556022,0.007742414280277277,1998
28,spd,spd,0.10441645166186098,spd,cdu,NI,0.483859462740932,-0.048413469197206405,-0.026817891165273833,1998
310,spd,spd,0.10515653632926297,spd,lin,SN,0.366571046384857,-0.03315878164838448,-0.00714060095681085,1998
295,cdu,cdu,0.10561886262118098,spd,cdu,ST,0.413595552889995,-0.0258949685380388,0.007601974050044202,1998
312,cdu,cdu,0.10572568161901397,cdu,spd,SN,0.414475139026528,0.08040380754768567,0.09008718166408913,1998
276,spd,spd,0.10669984911132402,spd,lin,BB,0.41091362766423,0.045611680369518404,0.08840004963304299,1998
315,cdu,cdu,0.107007469729202,cdu,spd,SN,0.418176874230234,0.08415660722088225,0.12512349175576976,1998
251,cdu,cdu,0.10742456249152099,spd,cdu,BE,0.477011828394607,-0.05434045720671993,-0.04221120480239654,1998
68,spd,spd,0.107505555688308,spd,cdu,NW,0.495137279265932,-0.02337428113490425,-0.010165413968257875,1998
195,cdu,cdu,0.108231779320769,cdu,spd,BW,0.466487175853762,-0.014749889258595106,-0.004318143343417125,1998
289,spd,spd,0.10854178035887296,spd,cdu,ST,0.413217889926938,-0.05079906162803255,-0.029226261497881267,1998
132,cdu,cdu,0.10860327376726597,cdu,spd,HE,0.495228291515385,-0.008387942457635078,0.02310656238276315,1998
6,spd,spd,0.11080167553008902,spd,cdu,SH,0.511578401226891,-0.038349608150871184,-0.024711142062499525,1998
319,cdu,cdu,0.11140124200073004,cdu,spd,SN,0.370618159187152,0.045260761351709144,0.0766604985222002,1998
318,cdu,cdu,0.11234272019173203,cdu,spd,SN,0.382411136037455,0.04071127627994431,0.06959432895603512,1998
189,cdu,cdu,0.112900849894643,cdu,spd,BW,0.46523245611226,0.01006925108536072,0.03492463059908529,1998
179,spd,spd,0.11305629516926596,spd,cdu,BW,0.488636363636364,-0.03889591597841213,-0.024441195329684806,1998
13,spd,spd,0.11473953126735603,spd,cdu,HH,0.480787885519642,-0.0478089666200065,-0.054416022928403696,1998
223,cdu,cdu,0.11544833205087596,cdu,spd,BY,0.506142216991807,-0.09933475215485743,-0.047316621502098144,1998
149,cdu,cdu,0.11832552693208398,cdu,spd,RP,0.497172967547675,-0.023614131753050716,0.013415828451698364,1998
309,cdu,cdu,0.11839272716009197,spd,cdu,SN,0.386942650497917,0.004131312092856998,-0.024244182988860552,1998
262,spd,spd,0.11849474912485403,spd,cdu,MV,0.424409276546091,-0.02693296968327008,-0.018704708486646904,1998
31,spd,spd,0.11890108260418203,spd,cdu,NI,0.494268129912502,-0.052883559892453025,-0.05547168137387276,1998
284,spd,spd,0.11958916300716299,spd,cdu,ST,0.433027442627256,-0.03792581993667049,-0.014345051488757143,1998
90,spd,spd,0.120613860334157,spd,cdu,NW,0.499017185964353,-0.017970384520899163,-0.007838603961548896,1998
177,cdu,cdu,0.12140717476704199,cdu,spd,BW,0.492713289177731,-0.01851855996423013,-0.0028134289244655664,1998
321,cdu,cdu,0.12159749479262599,cdu,spd,SN,0.395172374704207,0.10423374543700642,0.14203971556244915,1998
302,spd,spd,0.12187787325530802,spd,cdu,TH,0.384305890648656,-0.04127545280755934,-0.024386050933437597,1998
26,cdu,cdu,0.12303316691434701,cdu,spd,NI,0.532729994935074,-0.02903687913756625,-0.0014419315284172063,1998
197,cdu,cdu,0.12475197763479501,cdu,spd,BW,0.460591274848045,0.006147182420552344,0.02344880065231142,1998
184,cdu,cdu,0.125799462916597,cdu,spd,BW,0.475591245799982,-0.0031740338474171015,-0.005505402473639065,1998
155,spd,spd,0.12923393276795697,spd,cdu,RP,0.500478951670583,-0.029989884176801984,-0.011854560098301659,1998
227,cdu,cdu,0.13065583486946902,cdu,spd,BY,0.503531753152477,-0.02505713942905813,0.0036685991893350423,1998
287,spd,spd,0.13151370192658302,spd,cdu,ST,0.437805358262721,-0.06090487825949015,-0.03660018354258804,1998
34,spd,spd,0.13159118591518099,spd,cdu,NI,0.517694607463182,-0.015020970250550936,-0.012983555295311477,1998
102,spd,spd,0.13188176017430603,spd,cdu,NW,0.501609796902965,-0.003047620944794771,-0.00876860874432489,1998
285,spd,spd,0.133685222909678,spd,cdu,ST,0.441442191913608,-0.04777019168191937,-0.02723321914071869,1998
46,spd,spd,0.134708953368612,spd,cdu,NI,0.527094505806727,-0.06621566654278649,-0.050704099835281735,1998
125,spd,spd,0.13536757203245703,spd,cdu,HE,0.483906793366975,-0.034243831200354014,-0.0054170292127103115,1998
159,spd,spd,0.137703182625325,spd,cdu,RP,0.509123298274371,0.005124687825354579,0.024604787798208405,1998
247,spd,spd,0.13803610206297495,spd,cdu,SL,0.531283930510315,0.013766711427812495,0.02377065710805526,1998
263,spd,spd,0.13956907553492404,spd,lin,MV,0.40405698890224,-0.023159086117614136,-0.014188768632327042,1998
11,spd,spd,0.14073423857315998,spd,cdu,SH,0.51333778703042,-0.024443604545921593,-0.014690173679317908,1998
181,cdu,cdu,0.144255386770409,cdu,spd,BW,0.499402614371391,-0.01501270681494149,0.014757572940113928,1998
235,cdu,cdu,0.14429215589981692,cdu,spd,BY,0.534296811719911,-0.04506316711534747,-0.009497874143007179,1998
47,spd,spd,0.14457992093806804,spd,cdu,NI,0.521366737277534,-0.05316715912047898,-0.04620530557057578,1998
103,spd,spd,0.14533500350616396,spd,cdu,NW,0.5305575700184,-0.06482214589337665,-0.037982895617242995,1998
57,spd,spd,0.14584543869843103,spd,cdu,NW,0.530232988641097,0.012243566616923274,-3.46048569460633e-5,1998
54,spd,spd,0.14747988959413993,spd,cdu,NW,0.531156361761768,-0.03837114914445516,-0.02478938675691511,1998
123,spd,spd,0.14765584671909598,spd,cdu,NW,0.519668721343333,-4.4789039105852524e-4,-0.0013403574861906575,1998
128,spd,spd,0.14884103845225793,spd,cdu,HE,0.517068600871528,-0.009014293778992655,0.005237434133026575,1998
151,cdu,cdu,0.14931314623338204,cdu,spd,RP,0.521617429837518,-0.016785082161366094,0.012275140615018887,1998
291,spd,spd,0.15093597265088804,spd,cdu,ST,0.406730609496997,-0.04853460058217929,-0.042558773668554484,1998
220,cdu,cdu,0.151412208197311,cdu,spd,BY,0.537712557381811,-0.05704646689183057,-0.007559840758297853,1998
38,spd,spd,0.15252181747080695,spd,cdu,NI,0.5331333501636,-0.06707506026943699,-0.06550496023569125,1998
104,spd,spd,0.15297059761858206,spd,cdu,NW,0.528640821661229,-0.06290539753620572,-0.03606614726007207,1998
40,spd,spd,0.153328700191515,spd,cdu,NI,0.534056244926975,-0.05908102746877425,-0.04640640702649962,1998
105,spd,spd,0.15380365838687204,spd,cdu,NW,0.522240864263207,-0.023035024084591516,-0.014563261085963952,1998
75,spd,spd,0.15515566067889797,spd,cdu,NW,0.502691299622835,-0.002922866241995392,7.131229492984836e-4,1998
252,spd,spd,0.15849664304219002,spd,cdu,BE,0.499490427029929,-0.041307135278440266,-0.04298358118111745,1998
316,cdu,cdu,0.161906187703387,cdu,spd,SN,0.439103953101731,0.09211664595423152,0.134723710477878,1998
282,spd,spd,0.16221796811649897,spd,cdu,BB,0.458582379642711,0.01839203089618685,0.027668174238875298,1998
290,spd,spd,0.16246278298972,spd,cdu,ST,0.453369393372764,-0.052259395332648506,-0.047426013445620085,1998
24,spd,spd,0.16512956666200906,spd,cdu,NI,0.54120670113497,-0.04856003553651517,-0.03685289230450273,1998
14,spd,spd,0.16580869067181198,spd,cdu,HH,0.500214778096725,-0.06190505016316905,-0.058496688501050664,1998
124,spd,spd,0.16585722984139895,spd,cdu,HE,0.529603641740845,-0.02251751127201651,-0.010263279195460329,1998
218,cdu,cdu,0.16667490423823095,cdu,spd,BY,0.526436426541456,-0.02751566643154124,0.01925406908627869,1998
257,spd,spd,0.16751237038671302,spd,cdu,BE,0.485360395852375,-0.061861604661208935,-0.05379789677729241,1998
283,spd,spd,0.16760677456212703,spd,cdu,ST,0.449950101965549,-0.033811514651164,-0.02245194976201481,1998
127,spd,spd,0.16828578501609098,spd,cdu,HE,0.523003983406225,-0.0075382556468067685,0.010171865554397197,1998
208,cdu,cdu,0.17000735270611494,cdu,spd,BY,0.522580267041761,-0.05348472857081821,-0.042545228414250236,1998
16,spd,spd,0.170206692530264,spd,cdu,HH,0.519819387318187,-0.057300606958085865,-0.04485532885965188,1998
22,spd,spd,0.17065241176654505,spd,cdu,NI,0.515406337595215,-0.01851203791043865,-0.012494536989586247,1998
198,cdu,cdu,0.17163113299987903,cdu,spd,BW,0.498158739104539,0.0027022296537411172,0.016381975113425096,1998
236,cdu,cdu,0.17212483205236795,cdu,spd,BY,0.519303630215928,-0.017248327998914625,0.017833125733399346,1998
43,spd,spd,0.176493338838569,spd,cdu,NI,0.542964360565088,-0.011840812811383494,-0.019905508639194602,1998
